"","stock","year","Amsy","A0","Pmsy","P0","Ptmsy","Pt0","ABImsy","ABI0","SSB","F","R"
"1","sol.27.7d",1982,9,10,0.098284485393424,0.406532828535644,0.0230691593887855,0.0162714637523133,0.234718219222919,0.0400249687360407,14113.6106200906,0.395662168331735,15632.4432388012
"2","sol.27.7d",1983,9,10,0.098284485393424,0.406532828535644,0.0262037763090291,0.018171268521166,0.266611522705112,0.0446981578009825,13991.1351797803,0.398571931072794,23137.0059508434
"3","sol.27.7d",1984,9,10,0.098284485393424,0.406532828535644,0.0257467614093144,0.0176840684765909,0.261961603667684,0.0434997304898845,13808.0193342685,0.404561901720903,22206.1345371097
"4","sol.27.7d",1985,9,10,0.098284485393424,0.406532828535644,0.0273106089401042,0.017293863634952,0.277873042024713,0.0425398944957177,14127.8495015422,0.408396718669491,15173.315161259
"5","sol.27.7d",1986,9,10,0.098284485393424,0.406532828535644,0.0364335168965857,0.0221345091121136,0.370694487036744,0.054447039841391,13131.3525600531,0.415518682012538,25534.6335488414
"6","sol.27.7d",1987,9,10,0.098284485393424,0.406532828535644,0.0327779793314725,0.0235753724441808,0.333501052584903,0.0579913128519061,12774.7722178833,0.422224435452857,12830.9386610099
"7","sol.27.7d",1988,9,10,0.098284485393424,0.406532828535644,0.0334068870590381,0.0264162956907055,0.339899903075376,0.0649794895675674,12393.2856151303,0.424282360254406,25102.2048521913
"8","sol.27.7d",1989,9,10,0.098284485393424,0.406532828535644,0.0408023485384659,0.0212577231887812,0.415145364755564,0.0522902990770828,10927.5537996506,0.424902947344967,15407.8279141515
"9","sol.27.7d",1990,9,10,0.098284485393424,0.406532828535644,0.0420837747850395,0.0311298412390965,0.428183294815879,0.0765739912105699,11901.2008114997,0.422101513723476,41139.2680478812
"10","sol.27.7d",1991,9,10,0.098284485393424,0.406532828535644,0.0254897436973213,0.0200728402516691,0.259346565180539,0.0493756932840399,12301.1862986039,0.420855580634382,32382.3164966881
"11","sol.27.7d",1992,9,10,0.098284485393424,0.406532828535644,0.022550451737796,0.0154238547257243,0.229440604460903,0.037939998059399,14076.8680944375,0.418872596174005,28181.8886611147
"12","sol.27.7d",1993,9,10,0.098284485393424,0.406532828535644,0.0212706594523302,0.0150283137849097,0.216419299212746,0.0369670361900233,15254.9809743515,0.418550986197962,12527.6826627332
"13","sol.27.7d",1994,9,10,0.098284485393424,0.406532828535644,0.0244320798984175,0.0183694774381608,0.248585316396765,0.0451857172379627,13342.8138168107,0.423226091792668,23214.6602694301
"14","sol.27.7d",1995,9,10,0.098284485393424,0.406532828535644,0.0259064791938488,0.0173154235188591,0.263586659584649,0.0425929280575701,11920.4990427887,0.428201820547776,20345.1454905031
"15","sol.27.7d",1996,9,10,0.098284485393424,0.406532828535644,0.0231928277382079,0.0183485295700588,0.235976488510563,0.045134189128468,11351.4879704436,0.433685711952086,19041.4048414719
"16","sol.27.7d",1997,9,10,0.098284485393424,0.406532828535644,0.0278758938537183,0.0166938065255806,0.283624559279459,0.0410638584483146,11061.6355082885,0.434342469806404,28875.7909148882
"17","sol.27.7d",1998,9,10,0.098284485393424,0.406532828535644,0.0240896560552109,0.0161525567160196,0.245101309314305,0.0397324781228666,11182.0915349683,0.431231364392937,17758.2215418212
"18","sol.27.7d",1999,9,10,0.098284485393424,0.406532828535644,0.0319372353345556,0.0177356129467427,0.324946864265643,0.043626520914996,10720.5998540796,0.425857904758186,31443.7033135875
"19","sol.27.7d",2000,9,10,0.098284485393424,0.406532828535644,0.029467427877043,0.0187059428108034,0.299817695123371,0.0460133634919065,11910.4329573007,0.422023037429634,32596.1816481094
"20","sol.27.7d",2001,9,10,0.098284485393424,0.406532828535644,0.0268538814860333,0.0177773034210027,0.273226047616158,0.0437290722253297,13831.4406740377,0.418897546549149,25073.0415393145
"21","sol.27.7d",2002,9,10,0.098284485393424,0.406532828535644,0.0227824557667255,0.0183761039660253,0.231801140083599,0.0452020173431435,14386.4390354604,0.416542515263544,40433.305040993
"22","sol.27.7d",2003,9,10,0.098284485393424,0.406532828535644,0.0191158214063826,0.0130158586126755,0.194494800780242,0.0320167467398868,16063.2049676553,0.418497678925155,19166.7342663629
"23","sol.27.7d",2004,9,10,0.098284485393424,0.406532828535644,0.0208328321841768,0.0149115230080491,0.21196460561181,0.0366797512067139,12921.9838898195,0.413785927748052,17970.2861704034
"24","sol.27.7d",2005,9,10,0.098284485393424,0.406532828535644,0.0245272861614136,0.0165013509219637,0.24955399688194,0.0405904511608634,13723.0308272379,0.410311507027689,41116.2777001379
"25","sol.27.7d",2006,9,10,0.098284485393424,0.406532828535644,0.0222636781229272,0.0129289263179595,0.226522813176543,0.0318029084256991,12978.9384667405,0.411951727530482,38374.7856874893
"26","sol.27.7d",2007,9,10,0.098284485393424,0.406532828535644,0.0182979508273137,0.013027642042446,0.186173339098929,0.0320457319261826,13360.6362310233,0.411134131153574,18623.4946791505
"27","sol.27.7d",2008,9,10,0.098284485393424,0.406532828535644,0.0236656998433058,0.0139838205193592,0.240787747410734,0.0343977645537995,13898.8387957448,0.406636906722917,21534.7079084543
"28","sol.27.7d",2009,9,10,0.098284485393424,0.406532828535644,0.0262514661427338,0.0170320668072638,0.267096745103273,0.0418959198660889,13435.9792917217,0.40189213878075,40926.2347917295
"29","sol.27.7d",2010,9,10,0.098284485393424,0.406532828535644,0.0200285857966856,0.0142772829463041,0.203781763891961,0.0351196310461119,13566.9759157437,0.393589538810667,43026.2719556836
