"","stock","year","Amsy","A0","Pmsy","P0","Ptmsy","Pt0","ABImsy","ABI0","SSB","F","R"
"1","had.27.46a20",1972,4,7,0.0823963376525975,0.136141184206903,0.0281415799798123,0.0000782479639121282,0.341539208920473,0.000574756010592721,447663.913762549,0.797505735981426,12649827.1703418
"2","had.27.46a20",1973,4,7,0.0823963376525975,0.136141184206903,0.0230698202176952,0.000123746487636611,0.279985990578404,0.000908957038661757,417534.902517915,0.77285899008714,32687783.0715464
"3","had.27.46a20",1974,4,7,0.0823963376525975,0.136141184206903,0.00504562136229071,0.0000951184873177168,0.0612359906524516,0.000698675333785542,325314.939913936,0.792597087210116,64979644.7502129
"4","had.27.46a20",1975,4,7,0.0823963376525975,0.136141184206903,0.0024531237062169,0.000612515993680935,0.029772242020754,0.00449912344489419,297219.230613114,0.886450263458706,6249832.56622871
"5","had.27.46a20",1976,4,7,0.0823963376525975,0.136141184206903,0.0105640581472208,0.000676024926786538,0.12821028759508,0.00496561661869444,415182.207497741,0.881287922294866,7216914.00708194
"6","had.27.46a20",1977,4,7,0.0823963376525975,0.136141184206903,0.00803845565437672,0.000409559379820125,0.0975584095529677,0.00300834300954582,320169.937516374,0.877364564743925,10302559.0063841
"7","had.27.46a20",1978,4,7,0.0823963376525975,0.136141184206903,0.00876121059107191,0.000573942379578317,0.106330097194505,0.00421578806532239,157491.174471056,0.894208663966948,18077320.9400494
"8","had.27.46a20",1979,4,7,0.0823963376525975,0.136141184206903,0.0128500273108868,0.00033849473606215,0.155953864904355,0.00248635075443237,138196.922286545,0.842069744724875,29049767.2806263
"9","had.27.46a20",1980,4,7,0.0823963376525975,0.136141184206903,0.00308552759243868,0.00010225364425078,0.0374473875944341,0.000751085315192925,190865.538626065,0.765896860727741,7730850.08078639
"10","had.27.46a20",1981,4,7,0.0823963376525975,0.136141184206903,0.00387090069776031,0.000200839558626147,0.0469790382441626,0.00147522999594977,295789.908758394,0.6404517550162,12568912.0277456
"11","had.27.46a20",1982,4,7,0.0823963376525975,0.136141184206903,0.00462283032636177,0.000681558267147855,0.0561048034179956,0.00500626075142733,334186.842563524,0.648649372963557,7520587.75433249
"12","had.27.46a20",1983,4,7,0.0823963376525975,0.136141184206903,0.0143338406819731,0.000625312874824606,0.173962109121986,0.00459312057895924,269887.024072645,0.734836713369398,22651401.479561
"13","had.27.46a20",1984,4,7,0.0823963376525975,0.136141184206903,0.0116752476976807,0.000136458241418358,0.141696197067718,0.00100232888536487,229279.189669717,0.788867453605168,5967727.89250415
"14","had.27.46a20",1985,4,7,0.0823963376525975,0.136141184206903,0.0124502189490739,0.000411184113199091,0.151101606015149,0.00302027718940793,272109.499316257,0.82560559756435,7974823.78706277
"15","had.27.46a20",1986,4,7,0.0823963376525975,0.136141184206903,0.0107790680950834,0.000440192846869129,0.130819747602503,0.00323335550100797,242521.368827159,0.879875238912233,12651223.0945202
"16","had.27.46a20",1987,4,7,0.0823963376525975,0.136141184206903,0.00546561519822468,0.000929962007677336,0.0663332297761705,0.00683086468723535,175563.224320882,0.935651349093643,2068253.3021759
"17","had.27.46a20",1988,4,7,0.0823963376525975,0.136141184206903,0.0259452440139982,0.00154970131249025,0.314883461488173,0.0113830456339726,160701.552590914,0.897192968947842,2182965.95911309
