"","stock","year","Amsy","A0","Pmsy","P0","Ptmsy","Pt0","ABImsy","ABI0","SSB","F","R"
"1","reg.27.561214",1970,19,29,0.106381910412051,0.301092689343485,0.116689681189322,0.00633820087378197,1.09689401832836,0.0210506634604847,398220.288680017,0.0810796413514731,149495.868
"2","reg.27.561214",1971,19,29,0.106381910412051,0.301092689343485,0.103226887729923,0.0108251511696064,0.970342488963521,0.0359528861136084,383075.409641057,0.0968435277148776,224564.145
"3","reg.27.561214",1972,19,29,0.106381910412051,0.301092689343485,0.0887686885472467,0.0128632801096839,0.834434051836611,0.0427219941398497,360797.332116315,0.0760425458492017,194642.235
"4","reg.27.561214",1973,19,29,0.106381910412051,0.301092689343485,0.082113874779449,0.0145796567540878,0.771878174225263,0.0484224867295115,355876.703748312,0.0665395390922144,449816.19
"5","reg.27.561214",1974,19,29,0.106381910412051,0.301092689343485,0.0658567870948025,0.0130843098660164,0.619060015370269,0.043456086212342,362185.414929963,0.0745241506492328,210031.695
"6","reg.27.561214",1975,19,29,0.106381910412051,0.301092689343485,0.0624831679035255,0.0133582944916451,0.587347676512939,0.0443660539243649,368056.087479117,0.0892914231878446,126012.33
"7","reg.27.561214",1976,19,29,0.106381910412051,0.301092689343485,0.0646827729062815,0.013701625284979,0.608024171174824,0.0455063366528581,370414.38900663,0.135760038041823,207977.97
"8","reg.27.561214",1977,19,29,0.106381910412051,0.301092689343485,0.0599166253276548,0.00978123350133234,0.563221934025991,0.0324857887538212,352173.984144502,0.081124132794973,194713.08
"9","reg.27.561214",1978,19,29,0.106381910412051,0.301092689343485,0.0606075388449965,0.00811977040241476,0.569716586309124,0.0269676770303505,375110.03058146,0.0671007030075652,124315.1025
"10","reg.27.561214",1979,19,29,0.106381910412051,0.301092689343485,0.0665809514464918,0.00715361253919201,0.625867228635046,0.0237588383656543,408468.343249376,0.101078570265482,159257.37
"11","reg.27.561214",1980,19,29,0.106381910412051,0.301092689343485,0.063234764596668,0.00586279754166027,0.594412756376906,0.0194717366085632,422437.213429429,0.115141856895199,105518.7135
"12","reg.27.561214",1981,19,29,0.106381910412051,0.301092689343485,0.0630554719174738,0.00494431109014274,0.5927273882678,0.0164212259717216,426340.088286117,0.136118371847229,75104.73
"13","reg.27.561214",1982,19,29,0.106381910412051,0.301092689343485,0.0711115016333719,0.00468606006383676,0.66845482806179,0.0155635132624922,416682.567653595,0.185260405295422,63522.9465
"14","reg.27.561214",1983,19,29,0.106381910412051,0.301092689343485,0.0778118864666893,0.00433191284268649,0.731439077990792,0.0143873066202038,377254.238485658,0.1628699080596,67617.8475
"15","reg.27.561214",1984,19,29,0.106381910412051,0.301092689343485,0.0690193266873432,0.003982700870456,0.648788186074208,0.0132274911062771,350536.478665854,0.154974924629814,73554.5205
"16","reg.27.561214",1985,19,29,0.106381910412051,0.301092689343485,0.07002251154042,0.00361346566588108,0.65821821839071,0.0120011737042172,325940.375731664,0.131996949026115,131258.265
"17","reg.27.561214",1986,19,29,0.106381910412051,0.301092689343485,0.0754825002001597,0.00333064452358662,0.70954262719848,0.0110618578313838,309047.779804231,0.140368582123715,121175.3715
"18","reg.27.561214",1987,19,29,0.106381910412051,0.301092689343485,0.0770098075898948,0.00333361342496913,0.723899460835133,0.0110717182547271,288401.972214679,0.152140611557361,64518.741
"19","reg.27.561214",1988,19,29,0.106381910412051,0.301092689343485,0.109211177791107,0.00333313365906886,1.02659538043732,0.011070124838755,262675.784253077,0.204991825409178,41038.4895
"20","reg.27.561214",1989,19,29,0.106381910412051,0.301092689343485,0.106631683654422,0.00336070019601747,1.00234789205612,0.0111616798247254,221088.175833752,0.145297499948923,44667.0915
"21","reg.27.561214",1990,19,29,0.106381910412051,0.301092689343485,0.100431565874708,0.00318465070911392,0.944066199654666,0.0105769778603986,204879.831792027,0.19246519767805,351873.075
"22","reg.27.561214",1991,19,29,0.106381910412051,0.301092689343485,0.0698883792690645,0.00211666739261583,0.656957362378292,0.00702995279370982,180235.550914241,0.180028593289267,58592.8665
"23","reg.27.561214",1992,19,29,0.106381910412051,0.301092689343485,0.0685648670586453,0.00232917102880574,0.64451622266485,0.00773572760562324,163165.390350528,0.197644122485309,39766.665
"24","reg.27.561214",1993,19,29,0.106381910412051,0.301092689343485,0.0608855037535058,0.00242809066328104,0.572329482688148,0.00806426309644167,146129.143517935,0.195998005327382,53275.08
"25","reg.27.561214",1994,19,29,0.106381910412051,0.301092689343485,0.0576676257005064,0.00179781362134506,0.542081125232115,0.00597096404188721,134985.245830934,0.174236390073507,63081.8985
"26","reg.27.561214",1995,19,29,0.106381910412051,0.301092689343485,0.0514152693866169,0.00166888613496682,0.483308385678255,0.00554276538100519,132184.560581893,0.184048708561983,332362.845
"27","reg.27.561214",1996,19,29,0.106381910412051,0.301092689343485,0.0313511159515023,0.00125685644146819,0.294703449393506,0.0041743173645587,130596.164825468,0.145560820975314,85741.6845
"28","reg.27.561214",1997,19,29,0.106381910412051,0.301092689343485,0.0274349419854643,0.00123348285297319,0.257891044437914,0.00409668815162112,136626.410981795,0.155249203986817,39924.2175
"29","reg.27.561214",1998,19,29,0.106381910412051,0.301092689343485,0.0259224188038176,0.00176699794041937,0.243673183752876,0.00586861788066729,140271.99763015,0.155265385879958,40630.8345
"30","reg.27.561214",1999,19,29,0.106381910412051,0.301092689343485,0.0261444898586085,0.00162732816560876,0.245760672630739,0.00540474154041088,144083.295709436,0.165032430425,79575.534
"31","reg.27.561214",2000,19,29,0.106381910412051,0.301092689343485,0.0315227962060062,0.00134678947653531,0.296317259991934,0.00447300623429916,146934.376478952,0.161261072875187,50110.698
"32","reg.27.561214",2001,19,29,0.106381910412051,0.301092689343485,0.0369040912224301,0.00141415517553115,0.346901941124097,0.00469674364600029,150268.425994637,0.133461834321957,106838.862
"33","reg.27.561214",2002,19,29,0.106381910412051,0.301092689343485,0.0341565559085116,0.00140625468136688,0.321074849814339,0.004670504237194,158427.006824652,0.182667535796838,116635.305
"34","reg.27.561214",2003,19,29,0.106381910412051,0.301092689343485,0.0276583108974703,0.0011422030961652,0.259990733296112,0.0037935265006125,154597.688694217,0.138322883563632,170513.16
"35","reg.27.561214",2004,19,29,0.106381910412051,0.301092689343485,0.0231607186623771,0.00106493534398452,0.217712941727296,0.0035369020294267,159785.978099852,0.114941142784173,105503.661
"36","reg.27.561214",2005,19,29,0.106381910412051,0.301092689343485,0.0559993956344126,0.00102107262249012,0.526399605135021,0.00339122356214133,169751.051333939,0.161288910782777,161742.3
"37","reg.27.561214",2006,19,29,0.106381910412051,0.301092689343485,0.0442192222288745,0.00079433172840519,0.415664863110651,0.00263816345105285,170214.249051126,0.148643234778322,160344.705
"38","reg.27.561214",2007,19,29,0.106381910412051,0.301092689343485,0.0352996750319959,0.00068962618417137,0.331820277482038,0.00229041158613004,177782.456049857,0.134265404890533,104242.1895
"39","reg.27.561214",2008,19,29,0.106381910412051,0.301092689343485,0.0326736102883094,0.000696664206706238,0.307135020998911,0.00231378652276571,190857.459594889,0.150931959862376,127411.4655
"40","reg.27.561214",2009,19,29,0.106381910412051,0.301092689343485,0.0309876476684601,0.000730024203217126,0.291286813222616,0.00242458295752348,202557.18774709,0.121042167619675,198146.865
"41","reg.27.561214",2010,19,29,0.106381910412051,0.301092689343485,0.0565938244783607,0.000962946374922844,0.531987292380397,0.00319817255285239,223654.405131734,0.108773190133192,163899.105
"42","reg.27.561214",2011,19,29,0.106381910412051,0.301092689343485,0.0527787416641154,0.00117989744090958,0.496125153794351,0.00391871833049907,248692.004062667,0.118433298868782,90340.6065
"43","reg.27.561214",2012,19,29,0.106381910412051,0.301092689343485,0.0482536979230248,0.00122684853583766,0.45358931547782,0.0040746540160531,270178.174586611,0.112123197449766,127259.493
"44","reg.27.561214",2013,19,29,0.106381910412051,0.301092689343485,0.0437529231265193,0.00115659823435901,0.411281607531304,0.00384133615758291,292303.506563366,0.124618214934236,75767.2665
"45","reg.27.561214",2014,19,29,0.106381910412051,0.301092689343485,0.0472653148435871,0.00121344607635562,0.444298421230768,0.00403014127975496,307365.9861047,0.11423470802443,29826.3765
